Rank,Name,Country,Sales,Profit,Assets,Market_Value,Link
206,China Everbright Bank,China,$42.38 B,$6.72 B,$926.05 B,$20.11 B,https://www.forbes.com/companies/china-everbright-bank/?list=global2000
207,Gilead Sciences,United States,$27.37 B,$6.22 B,$67.95 B,$78.17 B,https://www.forbes.com/companies/gilead-sciences/?list=global2000
208,China Pacific Insurance,China,$68.07 B,$4.16 B,$300.52 B,$22.69 B,https://www.forbes.com/companies/china-pacific-insurance/?list=global2000
209,NVIDIA,United States,$26.91 B,$9.75 B,$44.19 B,$489.83 B,https://www.forbes.com/companies/nvidia/?list=global2000
210,Amgen,United States,$25.99 B,$5.89 B,$61.16 B,$133.63 B,https://www.forbes.com/companies/amgen/?list=global2000
211,Union Pacific,United States,$22.66 B,$6.81 B,$64.05 B,$147.23 B,https://www.forbes.com/companies/union-pacific/?list=global2000
212,Dai-ichi Life Insurance,Japan,$66.73 B,$4.47 B,$571.45 B,$19.9 B,https://www.forbes.com/companies/dai-ichi-life-insurance/?list=global2000
212,Nike,Canada,$46.89 B,$6.12 B,$38.58 B,$203.13 B,https://www.forbes.com/companies/nike/?list=global2000
214,Takeda Pharmaceutical,Japan,$31.55 B,$3.99 B,$110.27 B,$45.32 B,https://www.forbes.com/companies/takeda-pharmaceutical/?list=global2000
215,Philip Morris International,United States,$31.51 B,$9 B,$41.73 B,$159.18 B,https://www.forbes.com/companies/philip-morris-international/?list=global2000
216,PayPal,United States,$25.56 B,$4.17 B,$75.8 B,$100.22 B,https://www.forbes.com/companies/paypal/?list=global2000
217,China Resources Land,Hong Kong,$33.61 B,$5.03 B,$149.03 B,$32.45 B,https://www.forbes.com/companies/china-resources-land/?list=global2000
218,Oversea-Chinese Banking,Singapore,$22.89 B,$3.62 B,$402.17 B,$39.71 B,https://www.forbes.com/companies/oversea-chinese-banking/?list=global2000
219,Midea Group,China,$50.6 B,$4.4 B,$58.24 B,$60.55 B,https://www.forbes.com/companies/midea-group/?list=global2000
220,Travelers,United States,$35.31 B,$3.92 B,$108.59 B,$41.54 B,https://www.forbes.com/companies/travelers/?list=global2000
221,Eli Lilly,United States,$28.32 B,$5.58 B,$48.81 B,$265.45 B,https://www.forbes.com/companies/eli-lilly/?list=global2000
222,Mondelez International,United States,$28.72 B,$4.3 B,$67.09 B,$89.98 B,https://www.forbes.com/companies/mondelez-international/?list=global2000
223,McDonald's,United States,$23.22 B,$7.55 B,$53.85 B,$185.03 B,https://www.forbes.com/companies/mcdonalds/?list=global2000
224,General Electric,Canada,$74.08 B,$1.17 B,$198.87 B,$98.13 B,https://www.forbes.com/companies/general-electric/?list=global2000
225,Société Générale,France,$35.57 B,$5.97 B,"$1,665.37 B",$19.37 B,https://www.forbes.com/companies/societe-generale/?list=global2000
226,Schneider Electric,France,$34.16 B,$3.79 B,$62.03 B,$85.36 B,https://www.forbes.com/companies/schneider-electric/?list=global2000
227,3M,United States,$35.35 B,$5.92 B,$47.07 B,$84.9 B,https://www.forbes.com/companies/3m/?list=global2000
228,Aflac,United States,$22.11 B,$4.33 B,$164.55 B,$41.15 B,https://www.forbes.com/companies/aflac/?list=global2000
229,Oil & Natural Gas,India,$66.28 B,$6 B,$75.51 B,$28.62 B,https://www.forbes.com/companies/oil-natural-gas/?list=global2000
230,Southern Company,United States,$23.23 B,$2.41 B,$127.53 B,$80.48 B,https://www.forbes.com/companies/southern-company/?list=global2000
231,Deutsche Bank,Germany,$36.7 B,$2.66 B,"$1,505.64 B",$24.54 B,https://www.forbes.com/companies/deutsche-bank/?list=global2000
232,PTT,Thailand,$70.55 B,$3.38 B,$92.14 B,$31.34 B,https://www.forbes.com/companies/ptt/?list=global2000
233,CK Hutchison,Hong Kong,$36.13 B,$4.31 B,$155.65 B,$27.91 B,https://www.forbes.com/companies/ck-hutchison/?list=global2000
234,Canadian Natural Resources,Canada,$23.97 B,$6.11 B,$60.69 B,$74.27 B,https://www.forbes.com/companies/canadian-natural-resources/?list=global2000
235,Sun Life Financial,Canada,$29.82 B,$3.22 B,$270.5 B,$30.71 B,https://www.forbes.com/companies/sun-life-financial/?list=global2000
236,Northrop Grumman,United States,$35.67 B,$7 B,$42.58 B,$69.84 B,https://www.forbes.com/companies/northrop-grumman/?list=global2000
237,Archer Daniels Midland,United States,$85.26 B,$2.71 B,$56.14 B,$51.85 B,https://www.forbes.com/companies/archer-daniels-midland/?list=global2000
238,Marathon Petroleum,United States,$119.78 B,$1.72 B,$85.37 B,$48.64 B,https://www.forbes.com/companies/marathon-petroleum/?list=global2000
239,China Minsheng Bank,China,$50.08 B,$4.8 B,"$1,090.92 B",$16.74 B,https://www.forbes.com/companies/china-minsheng-bank/?list=global2000
240,Legal & General Group,United Kingdom,$62.51 B,$2.79 B,$779.43 B,$19.63 B,https://www.forbes.com/companies/legal-general-group/?list=global2000
241,Netflix,United States,$30.4 B,$5.01 B,$45.33 B,$95.68 B,https://www.forbes.com/companies/netflix/?list=global2000
242,Progressive,United States,$48.07 B,$2.18 B,$68.91 B,$63.37 B,https://www.forbes.com/companies/progressive/?list=global2000
243,Longfor Group Holdings,China,$34.8 B,$3.7 B,$137.39 B,$30.05 B,https://www.forbes.com/companies/longfor-group-holdings/?list=global2000
244,DBS,Singapore,$12.4 B,$4.98 B,$509.07 B,$63.03 B,https://www.forbes.com/companies/dbs/?list=global2000
245,Cosco Shipping,China,$51.77 B,$13.85 B,$64.91 B,$25.8 B,https://www.forbes.com/companies/cosco-shipping/?list=global2000
246,China Communications Construction,China,$108.41 B,$3.03 B,$222.7 B,$19.1 B,https://www.forbes.com/companies/china-communications-construction/?list=global2000
247,NatWest Group,United Kingdom,$17.86 B,$4.41 B,"$1,059.17 B",$30.22 B,https://www.forbes.com/companies/natwest-group/?list=global2000
248,Exelon,United States,$39.27 B,$1.71 B,$133.01 B,$47.68 B,https://www.forbes.com/companies/exelon/?list=global2000
248,Humana,United States,$84.09 B,$2.93 B,$44.75 B,$56.34 B,https://www.forbes.com/companies/humana/?list=global2000
250,General Dynamics,United States,$38.47 B,$3.26 B,$50.07 B,$66.42 B,https://www.forbes.com/companies/general-dynamics/?list=global2000
251,Power Corp of Canada,Canada,$57.93 B,$2.37 B,$507.06 B,$20.47 B,https://www.forbes.com/companies/power-corp-of-canada/?list=global2000
252,Qatar National Bank,Qatar,$14.2 B,$3.44 B,$304.38 B,$59.09 B,https://www.forbes.com/companies/qatar-national-bank/?list=global2000
253,Bayer,Germany,$52.1 B,$1.18 B,$144.17 B,$70.06 B,https://www.forbes.com/companies/bayer/?list=global2000
253,KKR,United States,$19.02 B,$4.67 B,$264.29 B,$30.6 B,https://www.forbes.com/companies/kkr/?list=global2000
255,Country Garden Holdings,China,$81.13 B,$4.15 B,$305.7 B,$15.65 B,https://www.forbes.com/companies/country-garden-holdings/?list=global2000
256,NextEra Energy,United States,$23.74 B,$1.46 B,$144.94 B,$145.27 B,https://www.forbes.com/companies/nextera-energy/?list=global2000
257,KB Financial Group,South Korea,$33.86 B,$3.79 B,$560.38 B,$19.29 B,https://www.forbes.com/companies/kb-financial-group/?list=global2000
258,China Railway Group,China,$166.46 B,$3.95 B,$213.64 B,$15.36 B,https://www.forbes.com/companies/china-railway-group/?list=global2000
259,HP,United States,$64.98 B,$6.52 B,$38.91 B,$38.75 B,https://www.forbes.com/companies/hp/?list=global2000
260,Nordea Bank,Finland,$13.56 B,$4.5 B,$648.83 B,$40.26 B,https://www.forbes.com/companies/nordea-bank/?list=global2000
261,Seven & I Holdings,Japan,$78.47 B,$1.89 B,$75.88 B,$39.19 B,https://www.forbes.com/companies/seven-i-holdings/?list=global2000
262,Suncor Energy,Canada,$31.21 B,$3.29 B,$66.29 B,$46.27 B,https://www.forbes.com/companies/suncor-energy/?list=global2000
263,Salesforce.com,United States,$26.49 B,$1.44 B,$99.18 B,$169.72 B,https://www.forbes.com/companies/salesforce/?list=global2000
264,Air Liquide,France,$27.58 B,$3.04 B,$53.2 B,$81.85 B,https://www.forbes.com/companies/air-liquide/?list=global2000
265,Denso,Japan,$49.49 B,$2.51 B,$61.51 B,$45.14 B,https://www.forbes.com/companies/denso/?list=global2000
266,Bank of New York Mellon,United States,$16.09 B,$3.6 B,$473.81 B,$35.68 B,https://www.forbes.com/companies/bank-of-ny-mellon/?list=global2000
267,Mastercard,United States,$18.88 B,$8.69 B,$37.67 B,$343.27 B,https://www.forbes.com/companies/mastercard/?list=global2000
268,Banco do Brasil,Brazil,$29.54 B,$3.4 B,$362.53 B,$20.7 B,https://www.forbes.com/companies/banco-do-brasil/?list=global2000
269,Centene,United States,$125.98 B,$1.35 B,$79.76 B,$49.2 B,https://www.forbes.com/companies/centene/?list=global2000
269,HDFC,India,$18.48 B,$2.91 B,$118.61 B,$52.3 B,https://www.forbes.com/companies/hdfc/?list=global2000
271,Freeport-McMoRan,United States,$24.31 B,$5.11 B,$48.83 B,$60.97 B,https://www.forbes.com/companies/freeport-mcmoran/?list=global2000
272,"Merck KGaA, Darmstadt, Germany and its affiliates",Germany,$23.27 B,$3.61 B,$52.13 B,$82.53 B,https://www.forbes.com/companies/merck-kgaa-germany/?list=global2000
273,CaixaBank,Spain,$14.64 B,$6.18 B,$773.34 B,$26.82 B,https://www.forbes.com/companies/caixabank/?list=global2000
274,ABB,Switzerland,$28.93 B,$4.65 B,$42.27 B,$61.35 B,https://www.forbes.com/companies/abb/?list=global2000
274,Volvo Group,Sweden,$43.36 B,$3.82 B,$57.79 B,$34.7 B,https://www.forbes.com/companies/volvo-group/?list=global2000
276,Occidental Petroleum,United States,$25.96 B,$2.31 B,$78.47 B,$53.05 B,https://www.forbes.com/companies/occidental-petroleum/?list=global2000
277,National Grid,United Kingdom,$20.77 B,$2.07 B,$119.92 B,$54.88 B,https://www.forbes.com/companies/national-grid/?list=global2000
278,McKesson,United States,$257.01 B,$1.41 B,$63.71 B,$47.66 B,https://www.forbes.com/companies/mckesson/?list=global2000
279,Shinhan Financial Group,South Korea,$29.27 B,$3.57 B,$545.24 B,$18.17 B,https://www.forbes.com/companies/shinhan-financial-group/?list=global2000
280,ASML Holding,Netherlands,$20.65 B,$6.09 B,$33.64 B,$247.8 B,https://www.forbes.com/companies/asml-holding/?list=global2000
281,Nutrien,Canada,$27.63 B,$3.14 B,$49.95 B,$57.39 B,https://www.forbes.com/companies/nutrien/?list=global2000
282,Investor AB,Sweden,$12.81 B,$8.03 B,$77.86 B,$63.51 B,https://www.forbes.com/companies/investor-ab/?list=global2000
283,KIA,South Korea,$61.01 B,$4.16 B,$56.24 B,$25.82 B,https://www.forbes.com/companies/kia/?list=global2000
283,Saint-Gobain,France,$52.2 B,$2.98 B,$58.66 B,$31.17 B,https://www.forbes.com/companies/saint-gobain/?list=global2000
285,Novo Nordisk,Denmark,$22.38 B,$7.59 B,$29.74 B,$252.91 B,https://www.forbes.com/companies/novo-nordisk/?list=global2000
285,Posco,South Korea,$66.66 B,$5.77 B,$76.95 B,$18.03 B,https://www.forbes.com/companies/posco/?list=global2000
287,Diageo,United Kingdom,$19 B,$4.19 B,$44.91 B,$116.05 B,https://www.forbes.com/companies/diageo/?list=global2000
288,Royal Ahold Delhaize N.V.,Netherlands,$89.36 B,$2.66 B,$51.98 B,$30.57 B,https://www.forbes.com/companies/royal-ahold-delhaize/?list=global2000
289,PICC,China,$90.1 B,$3.32 B,$209.72 B,$14.37 B,https://www.forbes.com/companies/picc/?list=global2000
290,Dominion Energy,United States,$13.96 B,$3.29 B,$99.59 B,$68.82 B,https://www.forbes.com/companies/dominion-energy/?list=global2000
291,Kroger,United States,$137.89 B,$1.64 B,$51.83 B,$41.23 B,https://www.forbes.com/companies/kroger/?list=global2000
292,Baoshan Iron & Steel,China,$55.52 B,$4.06 B,$62.17 B,$23.35 B,https://www.forbes.com/companies/baoshan-iron-steel/?list=global2000
293,Kweichow Moutai,China,$14.6 B,$8.13 B,$40.04 B,$343.32 B,https://www.forbes.com/companies/kweichow-moutai/?list=global2000
293,Xiaomi,China,$50.91 B,$2.98 B,$45.96 B,$37.03 B,https://www.forbes.com/companies/xiaomi/?list=global2000
295,Bank of Ningbo,China,$13.71 B,$3.03 B,$316.26 B,$37.67 B,https://www.forbes.com/companies/bank-of-ningbo/?list=global2000
296,Ecopetrol,Colombia,$23.43 B,$4.45 B,$60.01 B,$36.07 B,https://www.forbes.com/companies/ecopetrol/?list=global2000
297,LyondellBasell Industries,United Kingdom,$46.15 B,$5.6 B,$36.74 B,$34.94 B,https://www.forbes.com/companies/lyondellbasell-industries/?list=global2000
298,Contemporary Amperex Technology,China,$20.14 B,$2.47 B,$48.27 B,$148.42 B,https://www.forbes.com/companies/contemporary-amperex-technology/?list=global2000
299,UniCredit,Italy,$27.79 B,$1.78 B,"$1,042.44 B",$21.62 B,https://www.forbes.com/companies/unicredit/?list=global2000
300,AmerisourceBergen,United States,$221.1 B,$1.61 B,$57.58 B,$33.25 B,https://www.forbes.com/companies/amerisourcebergen/?list=global2000
301,EssilorLuxottica,France,$23.43 B,$1.73 B,$67.58 B,$79.45 B,https://www.forbes.com/companies/essilorluxottica/?list=global2000
302,Inditex,Spain,$32.57 B,$3.81 B,$32.45 B,$68.15 B,https://www.forbes.com/companies/inditex/?list=global2000
303,Starbucks,United States,$30.36 B,$4.39 B,$28.83 B,$89.63 B,https://www.forbes.com/companies/starbucks/?list=global2000
304,Nucor,United States,$39.96 B,$7.95 B,$28.63 B,$43.29 B,https://www.forbes.com/companies/nucor/?list=global2000
305,IntercontinentalExchange,United States,$10.15 B,$4.06 B,$193.5 B,$65.71 B,https://www.forbes.com/companies/intercontinentalexchange/?list=global2000
305,TJX Cos,United States,$48.55 B,$3.28 B,$28.46 B,$73.7 B,https://www.forbes.com/companies/tjx-cos/?list=global2000
307,KBC Group,Belgium,$14.81 B,$3.03 B,$387.04 B,$29.5 B,https://www.forbes.com/companies/kbc-group/?list=global2000
307,Tesco,United Kingdom,$84.17 B,$2.06 B,$66.22 B,$25.89 B,https://www.forbes.com/companies/tesco/?list=global2000
309,BOE Technology Group,China,$33.78 B,$4.01 B,$70.56 B,$23.25 B,https://www.forbes.com/companies/boe-technology-group/?list=global2000
310,Blackstone,United States,$15.47 B,$5.33 B,$43.34 B,$132.17 B,https://www.forbes.com/companies/blackstone/?list=global2000
311,American Electric,United States,$16.62 B,$2.49 B,$90.95 B,$50.58 B,https://www.forbes.com/companies/american-electric/?list=global2000
312,Macquarie Group,Australia,$11.21 B,$2.96 B,$251.79 B,$55.44 B,https://www.forbes.com/companies/macquarie-group/?list=global2000
313,Marubeni,Japan,$72.32 B,$3.51 B,$63.99 B,$19.7 B,https://www.forbes.com/companies/marubeni/?list=global2000
314,Swiss Re,Switzerland,$46 B,$1.43 B,$175.09 B,$24.7 B,https://www.forbes.com/companies/swiss-re/?list=global2000
315,EOG Resources,United States,$19.78 B,$4.66 B,$38.24 B,$67.97 B,https://www.forbes.com/companies/eog-resources/?list=global2000
316,CNP Assurances,France,$51.78 B,$1.78 B,$525.34 B,$16.12 B,https://www.forbes.com/companies/cnp-assurances/?list=global2000
317,Automatic Data Processing,United States,$15.7 B,$2.74 B,$59.1 B,$93.89 B,https://www.forbes.com/companies/automatic-data-processing/?list=global2000
318,Phillips 66,United States,$111.7 B,$1.31 B,$55.59 B,$40.23 B,https://www.forbes.com/companies/phillips-66/?list=global2000
319,Tyson Foods,United States,$49.52 B,$3.7 B,$36.82 B,$33.74 B,https://www.forbes.com/companies/tyson-foods/?list=global2000
320,Repsol,Spain,$58.8 B,$2.95 B,$63.97 B,$20.8 B,https://www.forbes.com/companies/repsol/?list=global2000
321,Sumitomo,Japan,$48.22 B,$2.69 B,$77.8 B,$20.28 B,https://www.forbes.com/companies/sumitomo/?list=global2000
322,Holcim,Switzerland,$29.35 B,$2.49 B,$65.72 B,$30.19 B,https://www.forbes.com/companies/holcim/?list=global2000
323,Altria Group,United States,$21.11 B,$2.46 B,$39.52 B,$100.66 B,https://www.forbes.com/companies/altria-group/?list=global2000
324,Applied Materials,United States,$24.15 B,$6.55 B,$25.43 B,$99.65 B,https://www.forbes.com/companies/applied-materials/?list=global2000
325,Daimler Truck Holding,Germany,$47 B,$2.77 B,$62.32 B,$22.61 B,https://www.forbes.com/companies/daimler-truck-holding/?list=global2000
326,Zijin Mining Group,China,$37.21 B,$3.01 B,$36.82 B,$41.33 B,https://www.forbes.com/companies/zijin-mining-group/?list=global2000
327,The Saudi National Bank,Saudi Arabia,$8.63 B,$3.38 B,$243.49 B,$86.46 B,https://www.forbes.com/companies/saudi-national-bank/?list=global2000
328,Richemont,Switzerland,$19.81 B,$2.84 B,$42.58 B,$69.46 B,https://www.forbes.com/companies/richemont/?list=global2000
329,Kering,France,$20.86 B,$3.75 B,$35.33 B,$70.75 B,https://www.forbes.com/companies/kering/?list=global2000
329,Saudi Electricity,Saudi Arabia,$18.49 B,$2.31 B,$127.39 B,$29.83 B,https://www.forbes.com/companies/saudi-electricity/?list=global2000
331,Danone,France,$28.65 B,$2.24 B,$51.65 B,$37.97 B,https://www.forbes.com/companies/danone/?list=global2000
332,Nippon Steel,Japan,$57.54 B,$5.45 B,$74.59 B,$14.92 B,https://www.forbes.com/companies/nippon-steel/?list=global2000
333,LG Chem,South Korea,$37.26 B,$3.2 B,$43.02 B,$30.55 B,https://www.forbes.com/companies/lg-chem/?list=global2000
334,Discover Financial Services,United States,$12.8 B,$5.42 B,$110.61 B,$31.69 B,https://www.forbes.com/companies/discover-financial-services/?list=global2000
335,Couche Tard,Canada,$58.66 B,$2.77 B,$28.83 B,$46.65 B,https://www.forbes.com/companies/couche-tard/?list=global2000
336,Huaxia Bank,China,$26.38 B,$3.59 B,$549.24 B,$13.28 B,https://www.forbes.com/companies/huaxia-bank/?list=global2000
337,NN Group,Netherlands,$22.38 B,$3.8 B,$285.02 B,$15.72 B,https://www.forbes.com/companies/nn-group/?list=global2000
338,Fannie Mae,United States,$100.33 B,$22.18 B,"$4,229.9 B",$880 M,https://www.forbes.com/companies/fannie-mae/?list=global2000
339,Fresenius,Germany,$44.26 B,$2.15 B,$81.83 B,$20.43 B,https://www.forbes.com/companies/fresenius/?list=global2000
340,Marsh & McLennan,United States,$20.33 B,$3.23 B,$33.69 B,$85.88 B,https://www.forbes.com/companies/marsh-mclennan/?list=global2000
341,Ameriprise Financial,United States,$13.89 B,$2.76 B,$175.98 B,$30.97 B,https://www.forbes.com/companies/ameriprise-financial/?list=global2000
341,Becton Dickinson,United States,$19.93 B,$1.77 B,$53.36 B,$72.63 B,https://www.forbes.com/companies/becton-dickinson/?list=global2000
343,Panasonic,Japan,$65.97 B,$2.1 B,$64.06 B,$20.98 B,https://www.forbes.com/companies/panasonic/?list=global2000
344,MS&AD Insurance,Japan,$41.89 B,$1.81 B,$216.84 B,$16.51 B,https://www.forbes.com/companies/msad-insurance/?list=global2000
345,Orix,Japan,$22.73 B,$2.38 B,$122.37 B,$21.71 B,https://www.forbes.com/companies/orix/?list=global2000
346,Citic Securities,China,$11.74 B,$3.56 B,$200.63 B,$32.19 B,https://www.forbes.com/companies/citic-securities/?list=global2000
347,First Abu Dhabi Bank,United Arab Emirates,$8.25 B,$3.31 B,$272.35 B,$69.08 B,https://www.forbes.com/companies/first-abu-dhabi-bank/?list=global2000
348,BCE,Canada,$18.7 B,$2.27 B,$52.85 B,$51.83 B,https://www.forbes.com/companies/bce/?list=global2000
349,Schlumberger,United States,$23.67 B,$2.09 B,$41.97 B,$58.86 B,https://www.forbes.com/companies/schlumberger/?list=global2000
350,Texas Instruments,United States,$18.34 B,$7.74 B,$24.68 B,$159.94 B,https://www.forbes.com/companies/texas-instruments/?list=global2000
